country,lat,lon,heading
NO,58.594071,6.721758,0
GU,13.430936,144.678252,0
BG,42.131018,26.970881,0
BD,24.043716,88.996161,0
PR,18.071841,-65.798415,0
IT,41.101991,15.668711,0
NG,9.815731,3.365655,0
JO,30.94281,35.45413,0
DE,52.26183,9.466833,0
HU,46.080077,19.429323,0
AD,42.538116,1.478812,0
NG,11.758104,8.944585,0
KG,42.391869,73.803959,0
PL,50.278651,19.145134,0
EE,58.902421,22.832752,0
GL,61.162246,-45.514833,0
NL,51.944311,5.995678,0
BD,24.511261,91.715773,0
UA,50.8737,30.001992,0
MY,3.115635,102.364935,0
KZ,42.41939,69.591883,0
FO,62.297352,-6.678907,0
RO,45.084836,26.464807,0
KE,-0.45526,35.177571,0
AE,25.223462,55.81395,0
AD,42.555164,1.506552,0
ID,-2.498893,106.120062,0
PR,18.343128,-66.835306,0
TR,37.558414,35.189816,0
SZ,-27.105071,31.158897,0
HR,45.475378,15.424158,0
TW,23.816083,120.67702,0
BD,24.230131,89.995015,0
DK,55.768774,8.968603,0
LI,47.128483,9.523883,0
MP,15.220566,145.732173,0
BE,51.022295,3.205602,0
UY,-34.290879,-56.387614,0
FI,62.086848,26.163643,0
EE,57.929069,26.696275,0
BE,50.583542,3.577798,0
FR,47.085145,-0.112593,0
NL,52.226664,6.144691,0
GL,67.074731,-50.347645,0
MN,46.74564,106.589393,0
KZ,42.456893,69.756762,0
SK,48.709505,17.354015,0
MP,15.19706,145.718438,0
AR,-36.655591,-57.794766,0
UA,47.798357,34.559447,0
HR,45.75507,15.85281,0
UY,-31.131629,-55.407832,0
OM,22.797042,57.698444,0
ES,42.18699,-0.92984,0
DK,54.903499,8.75494,0
US,38.705147,-94.868072,0
UA,51.864173,34.295604,0
GB,51.372467,-2.807311,0
JE,49.194266,-2.163679,0
PE,-17.714513,-69.835423,0
KZ,50.517042,82.196386,0
LI,47.231968,9.517345,0
CL,-41.19318,-72.540968,0
LV,56.03769,27.699946,0
CZ,50.096806,14.433494,0
GT,14.856892,-90.66236,0
OM,23.065771,57.7189,0
CL,-32.142458,-71.519859,0
AD,42.530635,1.592224,0
AS,-14.213839,-169.462549,0
SI,46.367315,15.694269,0
US,40.673697,-122.353122,0
KG,41.998,75.709817,0
BO,-17.3545,-64.070109,0
IL,32.783212,35.180871,0
TN,33.733358,10.891006,0
AE,25.195209,55.537752,0
TH,16.171164,104.027362,0
PH,9.791654,124.585991,0
ZA,-31.298387,25.207369,0
FO,62.279304,-6.703923,0
AR,-35.438616,-70.25694,0
AX,60.006964,20.186991,0
AR,-40.519177,-64.686303,0
NZ,-41.279358,174.949443,0
DK,55.66933,9.000429,0
GR,37.750958,20.769555,0
BG,41.822267,24.336191,0
MK,41.96043,21.45041,0
PA,8.449843,-82.554567,0
SZ,-26.887001,31.510024,0
PA,8.138514,-80.684688,0
IE,51.869993,-8.654681,0
CW,12.13597,-68.903994,0
AL,41.835046,19.969878,0
LK,8.859699,80.766957,0
ZA,-24.968816,27.166847,0
KG,42.233028,73.911677,0
DE,53.280529,11.345887,0
NG,10.68957,7.821277,0
DO,18.482441,-70.012003,0
ME,42.715969,18.96587,0
NL,52.385211,5.92532,0
LA,17.888215,102.624904,0
DO,19.411295,-70.707354,0
DE,52.943657,10.321441,0
RW,-2.018179,30.046227,0
RO,47.125457,25.903232,0
US,34.571847,-99.56155,0
NL,51.761052,5.785777,0
TR,38.828695,29.264964,0
FI,61.475203,26.972454,0
IN,26.803849,79.372316,0
SZ,-26.822664,31.070445,0
LS,-29.252806,27.796682,0
CW,12.128679,-68.900404,0
GR,41.240172,25.994606,0
HR,45.456812,18.222742,0
CA,53.277167,-60.56442,0
TW,24.30452,120.83437,0
ID,-7.168768,111.144083,0
ZA,-25.491353,28.571554,0
SM,43.928648,12.454371,0
MO,22.133727,113.559877,0
NZ,-39.726861,176.659548,0
MN,47.124917,111.579153,0
LV,57.602825,25.813439,0
FI,62.818852,29.832138,0
JE,49.187736,-2.110188,0
BR,-12.436236,-64.232683,0
PH,13.909251,120.861014,0
MO,22.186228,113.536093,0
SG,1.372776,103.74137,0
GR,37.707417,22.643782,0
LA,17.96615,102.704089,0
IN,25.415696,80.394331,0
SM,43.909164,12.457501,0
UA,50.827668,28.563205,0
TW,23.863991,120.388983,0
MO,22.142529,113.572455,0
HU,47.636202,17.353015,0
GL,60.719368,-46.046127,0
HK,22.315558,114.270494,0
US,39.853855,-118.921943,0
JE,49.224043,-2.228861,0
BD,25.667322,89.849387,0
RO,45.816892,23.009515,0
PR,18.29036,-66.187579,0
SE,65.273505,19.006046,0
KE,-0.728341,34.86416,0
AX,60.085147,19.934569,0
ID,-7.08779,110.920894,0
NP,27.427661,85.843099,0
GR,41.305927,24.707287,0
CO,5.492427,-72.229402,0
MX,18.289364,-96.142877,0
IS,64.243427,-20.502933,0
LS,-29.131747,27.74643,0
CA,49.485259,-55.292919,0
RS,44.729145,20.97506,0
HU,46.612357,21.173394,0
BD,22.850681,90.273791,0
GR,39.673211,21.804084,0
MY,6.128552,102.082444,0
AR,-40.848653,-62.947386,0
IL,32.191817,34.89708,0
FR,43.43607,-0.55222,0
SG,1.403968,103.864023,0
TW,23.075752,120.464451,0
EC,-1.790844,-79.996341,0
AD,42.500848,1.534211,0
LS,-29.531073,28.610801,0
BW,-24.07768,21.476823,0
DK,56.92836,10.125616,0
PT,40.896076,-8.325502,0
LK,6.718482,80.384775,0
BT,27.309661,89.546692,0
FO,61.799779,-6.752563,0
CX,-10.420783,105.674586,0
CW,12.187787,-68.992302,0
EC,-3.935647,-78.839982,0
IT,43.201873,12.642301,0
IM,54.095769,-4.721882,0
SM,43.973278,12.483913,0
OM,23.589414,58.561332,0
MN,48.672073,106.138402,0
GU,13.487915,144.852895,0
NA,-19.811165,18.0978,0
HU,47.191937,17.828105,0
LI,47.228107,9.536712,0
TH,15.592602,103.708399,0
CX,-10.48963,105.644345,0
JE,49.191652,-2.054233,0
TW,23.293928,120.518852,0
AL,41.495403,20.205657,0
ES,41.281912,-5.622981,0
ID,0.396401,110.827123,0
IN,15.548647,75.489147,0
UA,50.608254,31.843309,0
ME,42.742188,19.000671,0
PR,18.059775,-67.144388,0
EE,59.201724,24.678637,0
KR,33.535741,126.616179,0
PE,-6.55933,-79.227349,0
AE,25.334098,56.10885,0
AR,-25.615838,-63.276134,0
HK,22.356111,114.130386,0
AD,42.581305,1.664333,0
PE,-10.188651,-76.771508,0
CW,12.338585,-69.100797,0
OM,23.038315,57.488909,0
HR,44.777346,14.701298,0
ES,43.73114,-7.7549,0
NL,52.664163,4.825196,0
CW,12.1584,-68.966184,0
LI,47.197357,9.493843,0
HU,46.57418,18.904314,0
SK,48.720808,17.115973,0
TN,35.395746,10.899138,0
FO,61.55552,-6.81573,0
MP,15.114135,145.70865,0
IE,52.32847,-6.803035,0
LU,49.749894,6.423913,0
GB,54.340465,-2.088758,0
GB,57.293209,-5.641978,0
UG,-0.614646,30.82628,0
PL,53.609889,14.740683,0
UY,-31.981978,-54.775432,0
JP,37.345806,139.313628,0
ES,40.099791,-0.575337,0
MN,48.546683,106.102827,0
RW,-1.441659,30.423464,0
HR,45.236269,16.19798,0
GL,70.014967,-51.945705,0
IN,25.6202,90.006908,0
SI,45.859707,14.144561,0
KZ,45.44849,55.081944,0
GR,38.470433,23.635714,0
FO,62.138412,-6.709686,0
AR,-39.268353,-70.070148,0
JO,31.656855,35.777699,0
AT,47.886428,16.633971,0
MN,46.281651,93.939778,0
AX,60.096127,19.897945,0
LU,49.512844,6.168912,0
VN,11.261924,106.316422,0
HK,22.403806,113.912384,0
TW,22.64329,120.564646,0
SG,1.318841,103.744772,0
NO,58.64886,6.556836,0
KG,41.584366,72.135686,0
TN,35.681124,10.315203,0
UA,48.038012,37.723355,0
PT,38.035285,-8.288738,0
PR,18.280591,-67.166099,0
AL,41.27865,19.605109,0
JE,49.182753,-2.067591,0
LA,16.564964,104.747016,0
RW,-1.917481,30.096378,0
DK,55.74688,11.609137,0
FR,44.476246,1.865715,0
BD,24.133943,90.174022,0
PE,-13.839117,-76.137661,0
MT,35.877723,14.36673,0
GU,13.41481,144.681629,0
MY,5.376892,100.217615,0
JO,32.026701,35.911082,0
RW,-1.949857,30.036427,0
GB,54.458924,-6.639756,0
UG,-0.082413,29.954571,0
RO,46.761201,24.103547,0
IL,31.71372,34.643383,0
KR,38.172138,128.499166,0
TW,23.277486,120.316892,0
RW,-1.956455,30.242214,0
PE,-15.724514,-73.842041,0
BW,-19.957571,23.439242,0
TH,14.58988,104.051091,0
JP,39.268104,140.848256,0
AS,-14.249012,-170.667892,0
KG,41.436819,76.112074,0
NA,-26.176349,18.806062,0
JP,34.606591,136.436284,0
VN,10.237169,106.178631,0
DO,19.503162,-70.70002,0
ME,42.379631,19.023667,0
SK,48.304851,20.232613,0
GT,16.594058,-89.510803,0
IN,23.369872,76.378815,0
SE,66.960864,23.227905,0
RU,47.453646,142.73784,0
HR,45.157346,13.77674,0
NZ,-42.143981,171.817311,0
NL,52.626125,5.422751,0
AR,-33.749925,-63.102969,0
HR,45.338488,17.682673,0
MK,41.997657,22.633364,0
MX,18.969838,-97.470893,0
KZ,49.796102,80.873758,0
LU,49.558898,6.032103,0
NA,-20.33237,14.150429,0
AX,60.254875,19.914559,0
KG,42.815867,75.249558,0
IL,33.093533,35.575082,0
TH,7.070253,100.035324,0
NZ,-38.966424,177.404006,0
KG,42.037075,75.692166,0
BG,43.265852,26.111686,0
PA,8.392619,-81.503826,0
CX,-10.416939,105.67967,0
HU,47.215396,18.315109,0
ZA,-26.673867,28.237755,0
KR,37.13514,127.361499,0
SI,46.455869,15.973642,0
PA,8.26658,-80.985855,0
KH,11.073236,104.681783,0
TH,16.959231,101.169515,0
GT,14.929355,-91.404499,0
DO,18.447293,-69.681717,0
NL,52.274588,6.696287,0
NL,52.785374,6.81944,0
US,36.67573,-86.957775,0
BE,51.048248,4.171222,0
CX,-10.559293,105.640628,0
LK,6.178004,81.16024,0
CL,-33.744217,-71.434585,0
MT,35.882654,14.399316,0
MP,15.220227,145.749679,0
BT,27.329183,89.932693,0
LT,56.100065,21.402679,0
FO,62.233968,-6.597509,0
NP,27.585502,86.234093,0
NZ,-37.637613,175.376862,0
RU,54.245583,43.302076,0
SI,46.476808,13.892877,0
AE,25.324494,55.494579,0
PA,8.644837,-82.479882,0
NP,26.799696,85.947337,0
GR,39.110131,21.206773,0
LA,17.997484,102.454696,0
IN,13.033681,75.687293,0
TH,15.712704,102.495669,0
SM,43.910926,12.412327,0
GH,5.89265,0.040387,0
PR,18.452175,-67.153476,0
DE,49.916832,8.981607,0
MK,41.912436,22.419342,0
IT,41.756648,15.009703,0
PT,41.93359,-6.593265,0
PH,6.221213,124.722342,0
RO,44.450376,28.242196,0
LV,57.028285,25.923836,0
RW,-1.631844,29.415109,0
LT,55.98018,24.716598,0
IT,38.635885,16.038448,0
RS,43.233656,21.404935,0
US,33.940065,-92.1107,0
JE,49.190918,-2.112936,0
MP,15.116822,145.7048,0
LT,55.086674,25.963143,0
NP,29.169476,80.602686,0
TH,18.619604,100.145869,0
SK,49.016417,20.497777,0
IL,32.491223,35.080012,0
GR,40.609331,21.193782,0
EE,58.270146,25.400748,0
IT,40.927864,17.128948,0
ME,43.148221,19.22005,0
VI,17.744324,-64.726913,0
KG,42.781707,78.292401,0
AT,46.910793,13.686355,0
IT,40.926079,9.483692,0
BE,50.214981,4.222637,0
UG,-0.655087,31.024918,0
BR,3.357834,-59.834966,0
NO,69.377083,24.139717,0
IL,32.006611,34.962138,0
MO,22.152789,113.563297,0
FI,60.782458,25.482945,0
MP,15.224597,145.778292,0
RW,-1.588703,29.522505,0
JE,49.25447,-2.154068,0
RU,55.655865,98.445197,0
ZA,-24.565413,31.144298,0
MP,15.166819,145.784006,0
PR,18.100554,-66.301625,0
LV,56.845016,25.552069,0
LV,56.232981,27.217583,0
LB,33.580238,35.608733,0
BT,27.483262,89.638957,0
TR,40.234739,38.864689,0
BW,-21.034337,24.374949,0
RU,58.407723,54.47472,0
CO,9.261022,-74.766168,0
DO,18.532501,-70.058576,0
PE,-13.681599,-73.134179,0
NO,62.201244,6.925268,0
KZ,42.515676,70.371143,0
HU,47.612067,21.520813,0
VI,17.736189,-64.732443,0
BR,-10.041418,-36.988494,0
FO,61.525575,-6.769718,0
GR,40.445745,22.148682,0
AS,-14.214016,-169.443107,0
AX,60.287767,20.39177,0
MN,46.803368,106.622418,0
DO,18.470921,-69.704458,0
SM,43.92623,12.478532,0
CO,6.929143,-70.8753,0
BT,26.858603,89.403831,0
MX,22.350466,-103.22954,0
HR,45.697914,15.984931,0
BD,24.119298,91.25403,0
QA,25.210701,51.40476,0
CA,54.027748,-124.067372,0
KZ,45.662237,80.221351,0
SK,48.344418,18.236638,0
GL,64.176829,-51.728707,0
FI,65.587334,28.948437,0
TW,24.083211,120.61901,0
KG,41.947895,72.872728,0
GB,51.426962,-1.534584,0
PT,40.833672,-8.043357,0
UA,50.335953,26.518133,0
OM,18.259906,55.34243,0
GH,6.073803,-0.818337,0
AU,-41.207592,147.1181,0
ST,0.303655,6.718268,0
BR,-19.407554,-39.728247,0
CL,-26.937451,-68.742685,0
EC,-0.635871,-80.326215,0
ES,28.860292,-13.873366,0
ST,0.376471,6.610627,0
AS,-14.299492,-170.809331,0
AT,48.231558,13.617451,0
SI,46.642561,16.105497,0
BD,23.753639,90.425165,0
MN,43.576724,104.098157,0
UA,48.03713,33.253694,0
LI,47.242803,9.529723,0
PH,8.33574,117.204357,0
ST,0.302901,6.660322,0
NL,51.69621,4.839511,0
OM,20.206127,58.702085,0
DK,55.554028,9.581574,0
KE,-0.466919,36.840552,0
SM,43.921529,12.453534,0
JP,33.613354,135.930869,0
KR,36.156601,129.360992,0
RO,46.837022,27.96901,0
FR,47.260691,1.640224,0
OM,24.29334,56.422193,0
AE,25.121121,55.415116,0
UY,-32.93592,-55.837295,0
TH,14.095712,101.151112,0
NL,53.267103,6.598385,0
MN,47.657432,107.084935,0
CX,-10.415375,105.692012,0
FI,62.700041,23.881533,0
GR,39.253377,22.082176,0
BW,-20.59394,27.092215,0
ID,-1.705559,103.384418,0
RO,46.652804,27.725012,0
NO,68.118363,13.786844,0
MY,1.487026,110.042561,0
MX,20.087817,-98.759711,0
GB,55.686154,-2.255168,0
KG,41.657149,72.767376,0
US,36.640441,-86.106378,0
US,39.193045,-123.755349,0
UG,0.433885,32.7621,0
HK,22.329382,114.225874,0
HU,47.439224,19.072185,0
JO,31.339128,35.5485,0
TN,36.857481,10.266517,0
NG,6.601758,8.791165,0
MO,22.157396,113.543834,0
PH,9.123289,125.529682,0
MO,22.20815,113.541993,0
ID,-2.61312,104.036715,0
LS,-29.818016,27.211942,0
TH,16.874783,103.418448,0
ID,-7.39277,109.350111,0
CA,50.779384,-101.284953,0
MK,41.872806,22.833227,0
SE,59.312708,14.322032,0
AX,60.220482,20.134406,0
ID,-8.175481,112.429976,0
BW,-24.355772,25.541428,0
LU,49.917184,5.947592,0
UA,49.155084,32.033208,0
CA,50.222739,-126.553918,0
IE,53.665017,-7.120165,0
NG,8.567948,8.781161,0
CW,12.120351,-68.892315,0
ZA,-27.841972,32.080014,0
BW,-20.711662,27.591918,0
PE,-8.500727,-78.159801,0
NP,26.763674,87.142728,0
BW,-24.469774,23.832668,0
US,30.405485,-88.862803,0
SN,14.360022,-15.576654,0
IL,30.229004,35.134879,0
ES,41.237571,0.414839,0
CL,-21.276223,-69.529409,0
NO,61.439664,5.55698,0
MK,41.643746,22.226221,0
VI,17.720665,-64.694665,0
SZ,-27.195734,31.298488,0
RS,43.905644,22.296995,0
LB,33.768692,35.810967,0
DE,52.73151,9.915977,0
MT,35.845399,14.496909,0
CO,1.715663,-77.311051,0
GU,13.518757,144.830509,0
TN,35.666792,10.560363,0
AE,25.194821,55.346247,0
TH,14.163771,102.660838,0
LI,47.149424,9.509525,0
US,37.379701,-102.451502,0
AE,24.99543,55.810236,0
MN,47.551017,117.709584,0
EC,0.296436,-78.265521,0
KG,42.260226,77.745931,0
RO,45.129274,28.966683,0
LB,33.881475,35.512106,0
BO,-17.400133,-63.582183,0
BG,42.291687,23.266826,0
SM,43.979204,12.47488,0
GR,41.006881,24.367162,0
DE,51.874776,13.144116,0
CX,-10.492232,105.633278,0
TN,36.846475,10.258164,0
MO,22.12615,113.553218,0
LS,-29.185468,28.490028,0
GU,13.50492,144.807901,0
AT,48.094226,14.735128,0
VI,17.761766,-64.731977,0
SG,1.314568,103.69814,0
TW,23.554503,120.372537,0
MT,36.05048,14.207245,0
MO,22.208415,113.536816,0
BO,-18.843608,-65.964467,0
OM,23.383218,57.711447,0
ME,42.767736,19.391063,0
ID,0.448604,124.321515,0
CA,61.224772,-138.747805,0
AR,-22.822911,-66.033633,0
CL,-45.610752,-71.859592,0
EC,-0.117228,-78.347272,0
DE,50.604234,6.481837,0
GB,58.116859,-4.412374,0
UG,-0.104813,30.019657,0
TN,35.435902,11.006872,0
MN,47.701555,115.688368,0
RU,52.996093,37.338973,0
IT,38.168064,14.905048,0
ID,-3.56185,103.761038,0
SZ,-25.994816,31.223556,0
VN,20.778333,104.573967,0
DO,18.461392,-69.717102,0
EE,59.123978,27.625164,0
BO,-17.855817,-67.14015,0
GU,13.302502,144.660119,0
VI,17.766297,-64.754892,0
LA,19.868626,102.134884,0
PA,7.981743,-80.79056,0
HK,22.240253,114.237659,0
RU,55.032345,44.495032,0
GU,13.442852,144.771178,0
TW,24.878033,121.840848,0
MN,46.214727,113.356129,0
BO,-17.588677,-65.754145,0
DE,53.811301,12.916021,0
GB,52.170857,-0.909525,0
BW,-20.296524,25.942842,0
IN,25.018461,76.330654,0
HK,22.509069,114.110447,0
SE,58.373133,16.58571,0
IM,54.183638,-4.52939,0
CL,-48.449081,-72.620719,0
ZA,-32.476768,26.677143,0
AE,25.339432,55.922375,0
SZ,-26.415545,31.594714,0
NA,-20.39196,13.301983,0
AT,47.244037,10.173529,0
HU,48.112537,19.857375,0
AL,41.071069,19.667666,0
UY,-31.883297,-57.057668,0
MX,17.323458,-96.456504,0
UA,47.559035,32.489228,0
IL,32.682491,35.325808,0
AS,-14.220624,-169.517344,0
GR,38.196598,20.668457,0
MN,47.186009,92.256066,0
TR,41.408369,34.485872,0
KG,40.56252,72.768748,0
EE,59.113122,23.855398,0
LK,7.973203,81.529073,0
FR,49.011933,2.56441,0
CZ,48.943974,15.579889,0
EE,58.447707,24.001772,0
KE,-0.038939,37.590185,0
AU,-23.156909,150.764785,0
MY,1.582794,103.38833,0
GR,40.432065,21.094056,0
PA,8.282599,-82.068948,0
NL,52.952001,6.479161,0
UY,-31.335901,-55.259325,0
TR,38.729271,27.65515,0
GB,52.190014,-1.559977,0
TH,14.835166,101.550861,0
SM,43.925195,12.418644,0
EE,58.874003,24.108724,0
VI,17.730704,-64.718106,0
ES,41.375397,-2.182686,0
GU,13.531006,144.902928,0
DE,53.260542,7.367389,0
LS,-29.819716,28.033107,0
SM,43.965674,12.470043,0
OM,22.210447,59.465912,0
GB,52.310297,-1.513078,0
KR,36.081283,127.214826,0
ME,42.72407,18.604418,0
FR,46.784736,5.144687,0
AR,-28.40323,-67.684706,0
TR,40.56498,41.848219,0
ZA,-29.193849,30.935916,0
GB,54.735479,-5.785768,0
PR,18.452161,-66.069897,0
NG,8.022728,4.900886,0
TR,40.379374,34.756789,0
GR,38.196285,23.498648,0
KG,42.784905,74.653723,0
FR,48.869967,2.567648,0
RW,-1.296856,30.331847,0
NA,-21.615782,16.867776,0
AL,40.981288,19.876129,0
FI,61.779274,26.025404,0
SK,48.181508,19.819077,0
KZ,43.315978,68.540264,0
SM,43.960625,12.485315,0
RO,45.197429,21.789165,0
RU,51.642334,114.026757,0
AS,-14.264437,-170.651003,0
KR,33.557664,126.756837,0
AR,-28.220476,-63.955587,0
TN,36.774744,10.169478,0
AL,40.283543,20.068233,0
GU,13.471339,144.815181,0
AE,25.126057,55.123612,0
PA,8.566128,-80.177426,0
GL,66.938272,-53.66619,0
FI,63.663006,25.033107,0
SE,61.822034,17.215465,0
IN,28.623245,72.792097,0
KH,10.874361,104.175222,0
IE,54.788423,-8.287628,0
HR,46.38,16.430087,0
BD,23.477988,89.048764,0
BO,-17.505292,-63.16069,0
SI,45.589658,14.136605,0
VI,18.33813,-64.92426,0
IM,54.241902,-4.407988,0
LT,54.833407,25.507093,0
NG,9.343178,7.002868,0
AS,-14.239712,-169.510009,0
RU,63.503088,48.478641,0
IE,52.012805,-8.307256,0
GL,65.611763,-37.647692,0
AT,47.487491,9.662463,0
PE,-14.844626,-70.647814,0
MN,45.781026,106.674802,0
MN,47.565078,97.686781,0
KH,11.111867,104.422347,0
PA,8.444129,-80.076486,0
BO,-17.029566,-64.894256,0
AE,25.241987,55.566297,0
MX,21.405572,-99.594416,0
NZ,-37.727994,175.556188,0
BO,-19.586992,-65.562943,0
PR,18.398461,-66.213521,0
BR,-8.729273,-35.091047,0
QA,25.336329,51.474647,0
FI,60.793503,22.839073,0
BD,23.545116,89.762322,0
FO,61.579585,-6.934537,0
EE,58.792945,23.86587,0
KR,34.328868,126.807581,0
HU,47.478754,19.068417,0
AT,47.260758,10.738455,0
UG,0.391405,32.516775,0
LV,57.80188,25.305554,0
GU,13.46456,144.784971,0
PR,18.300176,-67.219243,0
IS,65.351715,-18.261313,0
GH,5.216644,-1.20969,0
MO,22.15394,113.565847,0
BG,41.728617,23.215904,0
BD,23.974046,90.446898,0
HU,46.669582,18.9215,0
MT,35.957162,14.380105,0
KZ,43.976064,76.185255,0
KE,-1.198052,36.83634,0
JO,30.407029,35.767732,0
IE,51.818656,-10.109306,0
CX,-10.436935,105.669208,0
MP,15.167953,145.785254,0
CO,4.26418,-75.916549,0
TN,35.50378,10.928667,0
QA,25.111646,51.434008,0
LI,47.080758,9.515038,0
UG,0.320493,32.54627,0
FR,45.568963,2.319092,0
TH,7.9468,98.28326,0
DE,49.003622,10.413304,0
AT,46.915525,12.378317,0
KZ,49.381159,73.400239,0
AS,-14.306657,-170.817137,0
UA,49.35745,28.514208,0
FR,43.334743,-1.741551,0
NL,52.142794,6.142914,0
PE,-7.520993,-77.852614,0
AT,47.122405,13.566825,0
MO,22.212352,113.558709,0
LT,56.203769,22.980624,0
KR,38.082818,127.265468,0
JP,34.511256,135.839379,0
PT,41.044862,-7.601377,0
NZ,-39.252575,174.275546,0
JP,34.725085,137.596509,0
FR,44.407649,3.561771,0
GT,16.498617,-89.428755,0
AE,24.828619,56.052707,0
BD,24.067637,89.565523,0
KZ,51.248119,51.387093,0
LK,8.145208,80.099955,0
SI,45.844952,14.643773,0
BR,-30.016247,-51.107704,0
MK,41.416502,22.231121,0
BE,50.348917,4.748536,0
GT,14.875196,-91.40503,0
CL,-41.838522,-73.508467,0
IS,64.532539,-22.06335,0
US,28.772028,-81.753755,0
AS,-14.324077,-170.725367,0
EC,-1.914549,-77.823733,0
US,40.030739,-110.546476,0
AL,41.532777,20.42338,0
SK,48.2682,19.065771,0
UG,2.258751,31.536339,0
BR,-12.745477,-55.52693,0
CW,12.137111,-68.890856,0
RU,58.699828,42.646872,0
GH,5.452002,-0.883804,0
SN,14.496524,-16.068232,0
JE,49.222417,-2.156831,0
KZ,45.750908,63.794392,0
AS,-14.181601,-169.675473,0
OM,24.083886,56.801034,0
MC,43.729359,7.410634,0
CO,5.350772,-72.213605,0
ME,42.791068,19.835168,0
KR,37.692265,126.588533,0
LU,50.026563,6.093255,0
MX,18.423608,-87.76502,0
VN,14.556417,108.899487,0
NL,52.302421,4.660853,0
VN,10.734463,107.866203,0
MK,41.56413,22.54933,0
LA,18.00169,102.539822,0
FI,62.916391,30.264215,0
KG,42.347659,76.075819,0
IS,63.850527,-21.999401,0
HU,48.118572,21.065283,0
SK,48.578096,18.641169,0
AU,-38.497459,146.123917,0
LI,47.133074,9.512607,0
RW,-2.208798,29.242844,0
US,41.026744,-107.552014,0
IM,54.22791,-4.520744,0
LT,54.300665,24.96082,0
DK,56.392878,8.996998,0
BT,27.393954,89.573725,0
PE,-6.606497,-80.151555,0
NO,59.034656,7.203797,0
KR,37.601031,127.076151,0
BR,-15.699602,-41.333917,0
SZ,-26.502716,31.21466,0
AS,-14.333585,-170.792247,0
PR,18.15128,-65.894137,0
CL,-34.107273,-70.811405,0
DO,18.477538,-69.80191,0
UY,-32.3597,-57.810662,0
KR,37.952383,127.481222,0
SE,59.363686,16.016806,0
KE,-1.570024,35.9357,0
UY,-34.745988,-56.111755,0
NZ,-35.582978,173.42255,0
LB,33.767396,35.822343,0
BW,-22.607795,28.283484,0
CO,5.923707,-72.906915,0
EE,59.320612,27.414847,0
ES,42.359779,2.900319,0
BE,50.940071,5.244498,0
BG,42.92802,27.630739,0
UA,46.708982,30.467462,0
IS,65.240823,-14.053314,0
BD,23.164845,89.479813,0
ID,-2.321699,115.386063,0
CZ,50.384073,15.38786,0
KZ,45.470111,73.558407,0
CX,-10.499948,105.550206,0
SG,1.323979,103.671982,0
HR,45.656722,15.516489,0
AT,48.274019,16.402773,0
UA,48.219663,33.728838,0
LT,55.367244,25.781343,0
IT,42.010761,14.775543,0
US,45.008563,-96.419029,0
ID,-2.192058,115.650265,0
TR,38.052315,30.153773,0
TW,24.932686,121.646348,0
NZ,-37.925953,176.860383,0
SG,1.334793,103.642632,0
GR,36.560865,27.171754,0
JE,49.212042,-2.211479,0
AR,-32.200898,-63.165695,0
PH,10.691015,122.386767,0
LB,33.769947,35.851641,0
GU,13.536072,144.828777,0
KE,-3.109372,38.494881,0
KH,12.906574,105.432017,0
HR,45.982768,16.718414,0
TN,37.130283,9.832548,0
CX,-10.417194,105.68544,0
UA,50.168974,25.379844,0
FI,62.910693,24.462442,0
BO,-17.344839,-65.858844,0
GB,58.238333,-5.008236,0
AD,42.462629,1.510674,0
PA,7.890919,-80.609064,0
IM,54.194119,-4.527035,0
CZ,49.740016,18.280738,0
JO,31.777157,35.893067,0
KR,35.374793,129.22198,0
SZ,-26.678253,31.40329,0
NG,7.779346,7.867528,0
GB,51.311907,-3.010037,0
BW,-18.569389,25.629892,0
RU,56.134609,96.991815,0
PR,18.140605,-65.838474,0
HR,45.64942,17.5047,0
MC,43.735869,7.42006,0
KG,42.841608,74.025848,0
IT,40.160596,15.693052,0
NG,5.688572,6.216013,0
RS,43.696537,20.701241,0
CX,-10.485114,105.676197,0
ST,0.045347,6.532518,0
AE,25.293621,55.860024,0
OM,22.80408,57.602869,0
HU,47.635737,19.634971,0
NP,29.282501,81.052567,0
PR,18.21766,-67.150615,0
EE,59.008918,25.69001,0
UG,0.35296,32.746436,0
UY,-33.285834,-54.44375,0
HR,43.515776,16.11303,0
CA,53.190861,-60.994974,0
DE,51.192137,10.907039,0
AE,25.029683,55.569266,0
RO,46.293403,25.902482,0
HU,46.753667,17.859752,0
EC,-2.460728,-79.417216,0
KR,34.999469,127.790983,0
UA,49.107646,28.701558,0
KR,35.056964,126.462331,0
RU,62.29501,115.488057,0
CO,4.37245,-75.508522,0
SE,60.563109,16.52742,0
TN,33.918416,10.033453,0
DK,54.886476,11.671045,0
SZ,-26.175306,31.581376,0
LT,54.452379,24.609334,0
MK,41.421942,22.844431,0
AU,-26.112631,151.867379,0
BE,50.872323,4.960272,0
PE,-9.873599,-76.038958,0
NL,51.651678,4.00803,0
HK,22.526537,114.208289,0
FR,44.283157,1.479326,0
AT,46.89303,13.821985,0
EE,58.757542,24.69928,0
KE,-1.337627,36.613705,0
AT,46.563341,13.27541,0
US,41.074587,-77.412795,0
BD,26.009536,88.96934,0
RW,-1.93272,30.101012,0
RU,55.21894,62.259887,0
RW,-1.316627,30.296498,0
LV,56.649547,25.40939,0
LI,47.162858,9.505539,0
TH,17.342436,99.59234,0
